dataset,method,mse_opt,final_loss,time_s,epochs_to_1pct_opt
advertising.csv,gd,2.7676021173106675,2.767602117310669,0.020260095596313477,229.0
advertising.csv,momentum,2.7676021173106675,2.7676021173106675,0.022432565689086914,61.0
advertising.csv,nag,2.7676021173106675,2.7676021173106675,0.03920722007751465,60.0
Housing.csv,gd,1111187722284.4001,1111187722284.4001,0.025998830795288086,193.0
Housing.csv,momentum,1111187722284.4001,1111187722284.4004,0.029000043869018555,59.0
Housing.csv,nag,1111187722284.4001,1111187722284.4004,0.054457902908325195,38.0
reconstruction_summary_housing_advertising.csv,gd,1.4155148213371434e-17,3.144655027216875e-09,0.020008087158203125,
reconstruction_summary_housing_advertising.csv,momentum,1.4155148213371434e-17,3.1015308432997006e-09,0.019001245498657227,
reconstruction_summary_housing_advertising.csv,nag,1.4155148213371434e-17,3.1015155828680234e-09,0.03519177436828613,
